Geneid	BT1	BT2	BT3	BT4	BT5	CH1	CH2	CH3	CH4	CH5	HT1	HT2	HT3	HT4	HT5	LS1	LS2	LS3	LS4	LS5	LT1	LT2	LT3	LT4	LT5	QY1	QY2	QY3	QY4	QY5
AGPAT3	5.006	8.194	4.759	8.938	4.694	5.293	4.335	6.553	4.559	4.285	1.402	2.906	1.146	2.292	3.173	5.351	4.413	5.009	4.014	3.164	4.433	5.355	5.470	4.351	6.104	3.335	4.758	3.152	3.320	10.724
TRAPPC10	10.172	6.770	8.765	7.670	10.317	10.891	7.017	8.252	5.909	9.118	7.040	7.089	3.437	6.690	6.961	10.307	12.961	10.856	13.348	9.247	9.450	6.337	8.339	7.539	7.384	8.530	8.294	7.635	6.785	11.807
PWP2	2.941	4.151	5.848	5.029	3.143	3.686	4.473	4.027	4.553	2.875	4.380	4.496	3.187	3.349	3.568	3.859	3.072	3.002	3.886	2.755	3.511	4.795	4.412	5.020	4.062	2.567	3.613	5.970	4.995	5.432
GATD3A	55.791	65.672	47.401	33.239	65.709	56.651	58.374	68.313	56.283	57.990	30.709	25.772	38.269	38.753	38.019	86.944	72.082	74.532	69.379	75.517	45.569	40.993	57.560	59.708	72.430	63.896	45.110	35.298	27.673	73.020
VTCN1L	0.209	0.567	0.493	0.542	0.291	0.217	0.738	1.334	0.801	0.111	0.177	0.294	0.301	0.366	0.547	0.475	0.131	0.091	0.045	0.281	0.272	0.564	0.537	0.785	0.249	0.143	0.345	0.747	0.293	1.154
ICOSLG	3.686	4.533	5.234	4.748	3.556	4.190	9.489	6.048	6.875	4.755	1.541	2.743	0.098	3.369	4.519	2.277	3.391	2.845	2.095	3.029	5.179	8.382	10.252	6.602	8.161	1.062	5.105	8.837	6.264	7.552
LOC107055472	0.358	0.591	0.192	0.581	0.445	0.337	1.031	0.542	0.870	0.476	0.275	0.467	0.296	0.642	0.533	0.862	0.224	0.326	0.288	0.278	0.333	0.457	1.125	0.611	1.534	1.227	0.274	0.250	0.301	0.739
LOC101749541	0.339	0.186	0.953	0.721	0.126	0.957	0.390	0.427	0.390	0.337	0.732	0.459	0.839	0.809	0.605	0.111	0.000	0.093	0.545	0.920	0.079	0.093	0.555	0.434	0.284	0.000	0.078	0.780	1.068	0.066
CXorf36	2.866	3.134	15.126	9.161	3.609	4.304	7.134	2.172	3.741	3.726	18.372	9.105	9.425	8.915	7.886	3.060	4.210	5.897	6.736	3.785	4.854	6.972	4.043	4.605	4.318	2.954	4.441	12.477	16.176	1.819
KDM6A	7.711	10.844	13.358	13.786	8.583	9.046	12.570	9.958	11.454	8.212	15.458	16.289	7.870	14.444	13.809	5.660	6.300	6.461	6.027	4.926	11.169	13.310	11.793	12.643	11.030	6.708	8.575	16.329	17.434	14.816
FUNDC1	7.922	7.911	7.012	8.266	7.812	6.332	9.860	10.260	9.372	8.746	5.636	6.039	6.425	3.351	4.027	15.315	12.123	9.060	8.340	10.545	6.861	7.600	8.119	7.673	9.299	5.504	5.953	5.664	6.076	8.913
EFHC2	0.000	0.555	0.000	0.351	0.000	0.000	0.290	0.799	0.028	0.215	0.125	0.000	0.016	0.000	0.064	0.047	0.135	0.000	0.000	0.112	0.603	0.118	0.443	0.308	0.483	0.106	0.066	0.000	0.121	2.286
NDP	0.226	1.138	0.936	1.376	1.204	1.279	0.372	0.456	0.669	0.387	0.689	0.701	0.481	2.588	2.944	0.509	0.121	1.025	0.208	0.150	0.842	1.662	0.424	1.076	1.517	1.471	0.267	0.487	0.517	1.326
MAOB	1.253	1.931	2.302	1.435	3.319	4.378	2.394	1.516	1.855	3.351	1.649	2.123	0.445	1.516	1.844	4.374	4.124	2.821	1.828	3.181	1.331	2.033	2.213	2.115	1.896	2.187	2.259	3.964	3.610	2.785
MAOA	32.288	24.427	49.251	34.442	39.264	50.578	47.006	18.996	36.514	39.233	65.182	66.434	43.890	27.311	24.476	51.787	59.138	45.825	57.603	41.530	51.545	33.589	34.606	39.645	43.101	33.889	34.180	70.037	54.274	21.710
LOC112532719	0.000	0.206	0.000	0.000	2.793	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.335	0.000	0.000	1.639	0.000	0.000	0.000	0.000	0.154	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC112532805	0.030	0.033	0.000	0.000	0.448	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.054	0.000	0.000	0.263	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.000	0.000	0.000	0.000	0.000
LOC100857444	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC121107617	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC425311	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.051	0.000	0.000
CASK	14.542	9.536	10.961	8.263	15.687	18.826	9.805	8.873	9.407	8.696	7.200	7.873	3.345	7.066	7.621	14.564	18.457	14.516	20.208	13.065	11.537	7.766	11.342	9.734	10.865	10.565	11.092	9.116	7.518	11.609
GPR82	0.188	0.621	0.454	0.801	0.140	0.166	1.652	1.470	1.299	0.375	0.488	0.765	0.572	0.534	0.504	0.154	0.309	0.514	0.000	0.182	0.197	0.823	0.521	0.923	0.447	0.069	0.561	1.260	0.138	1.274
GPR34	0.696	2.909	2.559	2.177	1.897	1.855	4.419	3.187	8.478	3.131	1.455	2.072	3.037	2.400	1.527	1.252	0.709	0.543	0.512	1.450	0.832	4.132	4.189	3.785	2.445	0.701	1.386	4.295	2.241	2.739
NYX	0.077	0.207	0.186	0.192	0.045	0.079	0.290	0.099	0.157	0.034	0.327	0.353	0.185	0.240	0.359	0.022	0.016	0.070	0.021	0.139	0.107	0.262	0.130	0.168	0.110	0.082	0.188	0.383	0.331	0.231
DDX3X	129.559	216.780	245.829	252.150	101.420	139.049	197.180	231.304	215.978	158.550	183.902	248.625	71.269	188.737	187.993	130.003	96.976	99.104	93.663	104.885	182.320	204.127	145.316	154.622	154.452	136.187	177.397	296.668	318.126	329.866
RPL8	845.748	847.064	966.178	739.358	1460.714	1303.457	1080.712	1552.788	1041.400	1294.497	959.839	1075.004	1227.452	757.667	781.047	1422.865	1391.846	1399.901	1362.484	1325.183	1140.851	864.599	1359.317	1213.030	1323.170	1206.975	1047.203	662.632	637.268	973.396
USP9Y	20.254	21.044	26.300	21.810	20.631	24.284	20.689	18.462	20.080	17.831	22.850	28.651	14.217	19.187	19.813	19.922	22.824	20.245	22.162	17.229	19.178	23.009	20.857	21.075	19.706	16.869	22.121	30.393	25.323	24.230
LOC112532721	1.605	1.162	2.107	2.056	2.330	2.448	3.162	1.533	1.523	3.452	1.168	1.756	0.723	2.726	3.169	2.772	3.013	1.478	2.993	1.114	2.241	2.773	2.113	1.803	1.983	1.675	1.666	2.016	2.204	3.465
MED14	2.525	2.835	3.554	4.082	2.003	2.408	3.125	2.848	2.600	2.133	3.132	3.569	1.485	3.090	3.394	1.809	2.249	2.012	2.288	1.740	2.860	3.119	2.569	2.850	3.234	2.100	2.301	4.236	4.869	3.597
ATP6AP2	22.937	28.585	35.612	26.868	17.429	16.339	28.271	32.247	36.560	18.574	47.369	60.941	38.311	28.646	31.526	19.460	19.421	14.986	16.156	19.119	24.052	30.827	26.812	32.352	29.797	22.895	28.476	47.490	37.540	41.291
LOC121109443	0.000	0.038	0.042	0.032	0.013	0.000	0.000	0.009	0.020	0.000	0.030	0.000	0.008	0.021	0.000	0.000	0.032	0.000	0.028	0.000	0.000	0.009	0.000	0.015	0.010	0.038	0.000	0.007	0.022	0.040
LOC121107620	0.238	0.087	0.255	0.000	0.000	0.000	0.183	0.040	0.152	0.000	0.502	0.096	0.393	0.237	0.425	0.000	0.074	0.087	0.000	0.000	0.111	0.043	0.000	0.169	0.044	0.000	0.000	0.100	0.167	0.061
BCOR	6.825	7.551	11.830	10.145	9.211	7.748	8.420	7.943	6.154	7.012	8.935	6.635	4.126	9.684	9.883	8.074	8.036	8.224	8.782	5.704	7.821	8.287	6.189	6.512	9.234	8.049	8.507	10.303	11.383	9.706
LOC121107622	0.000	0.369	0.809	0.764	0.375	0.237	0.386	0.549	0.707	0.334	0.700	0.151	0.415	0.701	0.524	0.110	0.550	0.275	0.135	0.585	1.208	1.420	0.446	0.286	0.609	0.492	0.615	0.456	0.282	0.551
LOC121110003	0.593	0.559	0.272	0.309	0.252	0.120	0.195	0.085	0.065	0.000	0.195	0.102	0.114	0.708	0.454	0.333	0.000	0.093	0.136	0.000	0.158	0.000	0.000	0.000	0.095	0.249	0.155	0.213	0.000	0.131
MID1IP1	99.725	268.820	203.622	230.183	162.962	151.632	228.125	340.081	312.095	274.528	214.859	137.027	237.209	361.178	350.850	105.050	147.549	141.542	131.051	160.180	321.415	257.160	250.158	270.211	388.523	248.983	318.068	159.431	205.313	235.515
TSPAN7	1.396	19.300	4.284	5.468	1.756	0.308	2.915	3.476	3.347	3.219	6.035	3.023	4.110	7.980	9.198	0.630	1.474	1.240	1.054	9.346	1.787	3.342	4.365	5.439	1.512	2.628	7.085	3.581	2.533	2.938
OTC	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.186	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
RPGR	0.224	0.178	0.301	0.273	0.186	0.194	0.337	0.314	0.191	0.087	0.215	0.218	0.087	0.179	0.167	0.229	0.164	0.129	0.301	0.155	0.922	0.409	0.445	0.399	0.425	0.128	0.229	0.266	0.252	0.632
SRPX	1.893	2.293	1.686	3.440	2.032	1.640	1.596	1.045	2.195	1.010	1.740	1.785	2.147	2.356	2.676	1.759	2.093	2.020	2.267	1.503	2.474	1.836	2.521	2.539	1.826	1.820	2.345	1.896	1.971	1.499
SYTL5	1.173	0.351	0.232	0.513	4.924	2.327	0.521	1.131	0.489	1.231	0.107	0.260	0.287	0.541	0.533	1.161	1.912	1.114	2.170	1.006	1.005	0.169	1.299	0.817	1.001	0.604	0.953	0.069	0.390	1.139
DYNLT3	61.821	24.988	16.510	23.245	57.186	57.545	27.012	26.496	25.604	44.756	17.865	17.804	13.148	17.106	17.462	82.250	53.719	47.507	44.469	49.672	26.496	19.398	35.872	27.607	32.413	43.074	21.311	14.163	17.108	41.369
CYBB	0.925	6.049	7.797	4.128	2.759	1.693	6.206	18.642	6.291	1.555	2.227	2.350	3.295	6.268	4.570	3.143	3.099	1.408	0.643	3.154	2.837	5.916	8.748	7.838	3.489	0.320	2.663	7.734	3.359	10.603
XK	0.088	0.048	1.197	0.373	0.261	0.000	0.554	0.574	0.806	0.087	4.111	1.266	0.749	1.098	1.251	0.230	0.000	0.144	0.352	0.408	0.041	0.910	0.431	0.710	0.147	0.064	0.080	2.272	2.209	0.440
LANCL3	1.836	0.846	1.994	1.633	0.804	1.525	1.149	0.682	0.862	0.617	1.302	1.521	0.744	1.371	1.414	1.310	1.098	0.878	0.536	0.623	1.377	0.904	0.941	1.097	1.013	0.421	0.884	1.431	1.612	1.154
PRRG1	4.994	5.573	32.489	13.773	4.471	5.376	9.865	2.951	6.769	4.319	21.862	20.851	12.142	13.721	11.123	8.041	4.982	6.463	6.862	5.879	9.173	8.116	5.141	7.190	5.630	3.793	4.751	23.922	21.634	4.042
LOC107056924	0.016	0.018	0.000	0.039	0.000	0.091	0.000	0.000	0.000	0.000	0.028	0.000	0.000	0.058	0.086	0.000	0.000	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.036	0.000	0.000	0.014	0.041	0.000
LOC112531221	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.216	0.000	0.000	0.000	0.000	0.094	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000
LOC101750270	0.025	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.044	0.000	0.047	0.027	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.036	0.000	0.000	0.000	0.000
C1HXORF59	0.074	0.459	0.000	0.102	0.042	0.000	0.053	0.533	0.007	0.056	0.016	0.017	0.008	0.044	0.099	0.097	0.017	0.122	0.075	0.101	0.570	0.081	0.358	0.222	0.290	0.191	0.017	0.016	0.062	0.869
LOC121107697	0.000	0.046	0.000	0.051	0.062	0.000	0.096	0.000	0.000	0.000	0.024	0.000	0.019	0.000	0.000	0.110	0.157	0.046	0.135	0.065	0.000	0.000	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000
LOC121107623	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.461	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.059	0.000	0.000	0.000
TMEM47	4.672	6.031	25.195	15.738	3.498	7.075	17.002	2.742	10.161	6.126	40.539	35.891	15.662	22.858	19.954	5.668	4.521	6.765	6.285	5.414	5.932	7.292	4.477	6.718	5.803	6.892	5.504	25.942	26.415	2.523
LOC112531199	0.000	0.000	0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.063	0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC107049118	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.000	0.000	0.048	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.000
LOC121107829	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.027	0.020	0.053	0.000	0.000	0.000	0.048	0.000	0.034	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.000
LOC121107832	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC121107833	0.034	0.000	0.000	0.000	0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.031	0.040	0.061	0.000	0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC107055619	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.013	0.020	0.000	0.000	0.088	0.000	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC107055553	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC101748044	0.008	0.018	0.000	0.020	0.025	0.012	0.000	0.000	0.000	0.000	0.005	0.010	0.000	0.010	0.074	0.011	0.016	0.027	0.027	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
DMD	76.930	22.937	11.248	20.592	43.650	55.860	16.006	12.443	14.520	33.727	6.696	6.993	5.938	18.203	17.581	63.738	50.504	69.131	67.115	38.040	29.934	13.780	30.539	24.757	30.478	53.192	31.615	9.518	9.490	22.936
LOC112532808	0.000	0.000	0.000	0.000	0.029	0.165	0.000	0.000	0.000	0.039	0.045	0.117	0.009	0.000	0.035	0.000	0.000	0.000	0.063	0.000	0.000	0.021	0.000	0.017	0.000	0.029	0.018	0.000	0.000	0.000
LOC107057129	0.071	0.000	0.038	0.000	0.071	0.000	0.000	0.000	0.036	0.000	0.411	0.573	0.279	0.085	0.127	0.031	0.045	0.130	0.115	0.037	0.155	0.000	0.039	0.020	0.000	0.070	0.000	0.060	0.000	0.000
TAB3	19.957	14.108	15.909	14.898	17.239	23.356	14.299	17.713	15.095	18.766	18.322	17.955	9.411	16.001	16.534	20.184	17.693	18.290	19.464	13.695	19.436	16.510	18.275	16.229	18.659	17.793	17.427	17.270	20.287	28.057
GK2	2.752	3.948	3.830	3.325	1.885	3.154	2.805	3.712	3.394	2.595	1.886	1.042	2.028	3.978	3.321	3.123	3.559	2.500	2.156	3.492	3.011	4.170	3.354	3.540	4.677	1.966	3.309	2.211	3.160	5.828
CXorf21	0.204	1.392	1.576	1.539	0.487	1.038	1.504	3.085	1.064	1.057	0.470	0.172	0.221	0.975	0.802	0.696	0.459	0.357	0.394	0.317	1.329	0.804	2.409	1.289	0.958	0.599	0.262	0.786	0.790	2.810
LOC101747311	0.000	0.027	0.040	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.014	0.134	0.000	0.029	0.132	0.000	0.000	0.027	0.000	0.000	0.000	0.054	0.000	0.021	0.028	0.000	0.045	0.062	0.021	0.000
LOC121107132	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.022
NR0B1	0.855	1.665	0.212	0.080	1.766	5.768	1.288	1.393	1.363	4.722	1.138	2.299	0.178	0.079	0.118	11.572	14.203	12.446	1.801	6.230	2.817	0.144	2.266	1.966	1.618	0.000	0.483	1.543	0.221	0.458
LOC107057534	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.024	0.036	0.000	0.027	0.057	0.032	0.000	0.000	0.000	0.357	0.000	0.115	0.000	0.022	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.037
LOC101749197	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.011	0.000	0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
IL1RAPL1	0.193	0.024	0.034	0.078	0.096	0.030	0.197	0.022	0.033	0.043	0.012	0.039	0.019	0.026	0.038	0.000	0.040	0.000	0.172	0.066	0.000	0.023	0.018	0.000	0.000	0.126	0.039	0.018	0.072	0.033
LOC107049453	0.000	0.000	0.000	0.000	0.077	0.000	0.000	0.052	0.000	0.000	0.119	0.310	0.162	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.043	0.000
LOC121107134	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC107057518	0.000	0.000	0.000	0.000	0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.165	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.092	0.000	0.000	0.000	0.000
LOC121107139	0.000	0.749	0.030	0.000	0.110	0.000	0.000	0.019	0.028	0.000	0.000	0.000	0.000	0.000	0.131	0.024	0.000	0.080	0.030	0.086	0.000	0.624	0.045	0.220	0.041	0.027	0.135	0.108	0.031	0.000
LOC100857292	0.000	0.000	0.000	0.030	0.036	0.000	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.000	0.000	0.020	0.000	0.082	0.143	0.000	0.000	0.000	0.019
LOC121107137	0.000	0.000	0.000	0.000	0.145	0.000	0.000	0.025	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.019
LOC112532747	0.000	0.000	0.000	0.000	0.000	0.000	0.051	0.015	0.000	0.000	0.000	0.000	0.000	0.035	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.049	0.022	0.000	0.000	0.000	0.000
ARX	0.000	0.000	0.000	0.000	0.000	0.000	2.191	0.000	0.000	0.163	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
POLA1	2.302	2.121	2.003	2.068	5.268	3.501	3.422	3.927	2.485	2.375	1.450	1.613	1.224	1.152	1.697	2.881	4.899	3.219	2.802	2.638	2.815	2.123	2.634	2.228	3.442	2.143	2.824	2.152	1.261	3.615
PCYT1B	0.042	0.785	0.068	0.332	0.000	0.000	0.242	1.607	0.064	0.167	0.121	0.126	0.038	0.251	0.225	0.165	0.000	0.046	0.000	0.586	0.839	0.207	0.361	0.179	0.821	0.062	0.115	0.105	0.282	1.591
PDK3	31.468	24.310	26.036	18.362	37.775	45.352	21.598	20.256	18.048	32.223	20.845	22.565	13.030	18.656	19.970	38.537	35.904	33.594	34.591	26.838	22.790	19.772	23.277	20.729	23.830	29.916	26.168	21.313	18.989	23.103
SLC51AL	0.252	0.431	0.315	0.544	0.000	0.119	0.129	0.761	0.043	0.111	0.048	0.017	0.038	0.033	0.399	0.220	0.052	0.031	0.000	0.043	0.260	0.183	0.206	0.334	0.219	0.041	0.077	0.047	0.212	1.709
ZFX	14.503	13.578	19.804	16.023	17.109	18.351	14.710	13.558	14.172	15.195	22.321	25.127	12.562	17.664	15.776	14.359	15.798	15.590	15.891	11.910	14.669	16.924	15.475	15.877	15.303	14.216	13.191	19.337	19.225	18.955
EIF2S3	105.939	87.178	57.666	68.770	131.331	136.760	77.950	116.300	73.253	87.418	82.631	86.458	75.401	52.685	54.792	112.677	164.189	128.748	141.217	100.698	98.053	71.107	118.672	116.426	130.082	90.020	117.899	67.339	54.968	106.375
KLHL15	3.035	3.525	8.178	5.365	2.871	3.718	4.566	4.063	4.599	3.549	5.563	6.625	2.406	6.035	4.900	3.674	3.675	3.609	3.544	3.529	4.427	6.400	3.967	4.442	3.989	3.434	3.414	6.803	7.734	5.254
APOO	3.258	4.280	3.599	4.200	2.682	3.300	5.208	4.314	4.960	1.939	5.072	3.193	3.768	1.860	1.737	4.148	4.289	2.658	3.445	2.717	3.982	3.192	4.266	4.192	4.675	2.000	4.014	5.334	3.846	6.774
SAT1	296.603	370.855	301.727	262.179	321.787	297.733	348.644	426.449	435.755	332.502	351.840	404.713	534.234	392.457	390.986	317.242	234.206	267.490	244.726	295.144	275.072	361.166	365.013	360.093	340.427	358.031	343.558	389.970	352.356	374.435
ACOT9	28.745	31.623	19.502	23.302	24.674	28.033	22.003	25.189	24.024	12.919	22.297	20.089	14.808	14.457	14.417	30.924	27.041	22.205	17.495	19.668	21.568	28.098	24.021	26.532	30.570	26.715	14.630	31.049	22.278	28.286
PRDX4	12.673	24.243	18.871	22.320	14.662	24.868	33.980	22.120	22.922	13.008	31.118	29.400	29.147	15.712	18.244	11.294	36.208	15.509	24.667	19.521	32.385	30.729	26.441	35.764	30.025	15.278	37.648	28.034	16.789	22.323
PTCHD1	3.001	6.316	17.217	7.024	2.529	1.798	12.021	2.072	15.737	3.901	23.458	28.358	11.523	18.909	18.644	6.207	4.591	3.281	2.363	6.176	2.034	5.496	3.209	3.843	2.334	1.581	3.411	7.429	12.323	2.524
PHEX	0.314	0.225	0.967	0.266	0.142	1.389	1.163	0.317	0.754	0.245	0.063	0.197	0.037	0.228	0.268	0.269	0.307	0.134	0.264	0.106	0.165	0.045	0.168	0.070	0.351	0.702	0.288	0.652	0.390	0.169
SMS	46.533	23.738	22.524	16.069	36.024	58.196	20.354	23.078	22.450	34.932	18.704	16.481	12.715	19.331	22.856	37.821	42.960	36.881	47.005	28.187	23.116	22.497	24.736	24.826	30.245	25.957	27.261	18.162	16.986	29.041
MBTPS2	1.717	1.078	1.311	1.419	0.640	1.183	1.635	1.609	1.765	0.987	1.097	1.160	0.679	1.592	1.927	0.534	0.454	0.469	0.567	0.478	1.557	1.590	1.182	1.297	1.464	0.598	1.353	1.207	1.352	1.934
SMPX	0.000	0.234	0.152	0.086	0.000	0.033	4.163	0.000	0.054	0.000	0.054	0.000	0.138	0.508	0.380	0.031	0.000	0.000	0.000	0.477	0.066	0.129	0.058	0.000	0.079	0.000	0.108	0.040	0.000	0.000
KLHL34	2.167	0.517	0.486	0.899	1.477	3.205	1.102	0.897	0.425	1.707	0.358	0.293	0.643	0.682	0.660	1.499	1.040	2.460	1.622	1.355	0.375	0.386	0.675	0.401	0.507	1.135	0.647	0.084	0.212	0.663
CNKSR2	1.974	0.408	0.489	0.862	1.258	2.737	0.612	0.731	0.298	1.194	0.194	0.198	0.241	0.555	0.558	1.771	1.607	2.089	1.997	0.995	0.412	0.415	0.795	0.572	0.585	1.047	0.685	0.134	0.206	0.555
RPS6KA3	9.128	14.153	15.353	14.718	13.378	11.843	13.862	15.439	11.429	9.524	11.340	13.027	5.023	8.914	8.480	9.145	11.065	9.643	8.260	8.105	12.326	13.386	11.752	12.066	11.076	8.344	10.914	15.439	12.885	19.342
EIF1AX	81.473	44.996	40.484	37.901	70.186	85.835	35.931	46.382	40.713	60.047	31.666	32.994	32.086	26.486	28.535	92.961	56.975	68.477	62.305	67.036	50.917	32.956	54.236	48.830	49.595	57.726	38.718	30.834	27.907	52.173
MAP7D2	3.127	2.516	1.114	1.966	2.878	2.581	0.967	2.518	0.837	1.506	0.496	0.329	0.407	1.655	1.799	1.570	1.103	1.789	1.554	1.759	2.148	1.125	1.583	1.487	2.322	1.048	2.271	0.527	0.918	3.622
CXorf23	5.727	4.445	4.240	3.533	7.367	8.261	3.601	4.888	3.862	5.346	3.286	2.829	1.641	3.345	3.577	5.978	5.934	6.427	5.242	5.180	5.056	3.100	6.731	4.888	5.812	5.590	4.490	3.981	3.153	6.335
SH3KBP1	46.573	23.694	18.633	22.906	36.078	46.033	21.880	32.075	20.739	29.414	13.934	14.530	14.018	20.925	21.558	46.062	48.904	51.916	60.700	38.388	29.803	16.726	43.795	34.276	41.405	36.547	38.434	16.766	13.384	48.501
MAP3K15	3.270	3.507	2.525	3.356	2.585	2.125	2.796	2.648	2.065	2.469	2.979	2.886	4.339	3.040	3.039	1.886	2.480	1.679	1.835	2.871	3.181	2.078	3.291	2.820	4.321	4.269	3.500	2.406	1.946	3.068
PDHA2	18.184	19.435	16.006	17.836	18.380	19.115	22.730	18.594	16.530	18.175	28.927	27.153	25.794	15.914	16.378	20.668	22.654	22.031	24.773	23.075	20.921	19.156	22.129	24.367	25.250	20.010	24.995	24.770	17.653	21.249
ADGRG2	3.738	4.642	2.937	4.014	1.698	2.353	2.909	2.502	4.267	3.638	0.715	1.126	1.388	2.810	3.520	2.184	2.055	0.830	0.846	1.382	1.739	3.961	2.717	3.328	4.129	2.144	4.741	1.748	2.641	4.214
PHKA2	2.191	3.037	4.231	3.572	2.025	1.858	4.945	5.014	3.966	1.660	4.078	3.498	4.373	4.399	4.187	2.099	2.015	2.156	2.152	2.754	3.425	3.140	4.149	4.133	4.457	1.673	3.657	4.605	4.350	4.069
PPEF1	0.190	0.580	0.448	0.606	0.087	0.393	0.236	0.960	0.483	0.496	0.380	0.291	0.607	1.891	1.858	0.327	0.330	0.112	0.259	2.842	0.300	0.321	0.613	0.675	0.229	0.129	0.430	0.834	0.604	0.522
